text,true,finbert_pred,vader_pred,finbert_positive,finbert_negative,finbert_neutral
Metsa-Botnia will sell 82.1 % of its stake in the Uruguayan companies and Metsaliitto -- 5.5 % .,neutral,neutral,neutral,0.035283930599689484,0.01425307709723711,0.950463056564331
"Metso Foundries Jyvaskyla Oy will discontinue production on this line by 30 September 2008 , the company said .",neutral,negative,neutral,0.013046531938016415,0.7316930294036865,0.2552604377269745
Microsoft last week also issued the first patch for the Windows 7 operating system beta it had released days earlier .,neutral,neutral,neutral,0.2088066041469574,0.030200915411114693,0.7609925270080566
"More than 50,000 tonnes of asphalt mix will be used in the contract .",neutral,neutral,neutral,0.106449194252491,0.008662941865622997,0.8848878741264343
"M-real , which is part of Finnish paper maker Metsaliitto Group , is due to release its second-quarter report at around 12:00 EET on 5 August 2010 .",neutral,neutral,neutral,0.015673808753490448,0.07100559026002884,0.9133206605911255
"M-real Corporation Stock Exchange Release 27 August 2009 at 3.15 pm M-real has received the EUR 190 million cash payment from Sappi M-real Corporation , a part of Mets+ñliitto Group , divested its Graphic Papers business to Sappi Limited at the end of 2008 for EUR 750 million .",neutral,neutral,negative,0.3313441574573517,0.01615465059876442,0.6525012254714966
"N +1 Group will pay EUR16 .5 m of the transaction price upon closing , and the remaining sum in 2012 .",neutral,neutral,negative,0.03377096727490425,0.019829770550131798,0.9463992714881897
ND = Not disclosed .,neutral,neutral,neutral,0.023509431630373,0.05265749618411064,0.9238330125808716
Negotiations with representatives of the personnel regarding the restructuring process have now been ended .,neutral,negative,neutral,0.014199035242199898,0.7760006785392761,0.20980030298233032
Neither of the companies use genetically engineered soy at the moment .,neutral,neutral,neutral,0.038114033639431,0.01382560096681118,0.9480603933334351
"Neste Oil will publish its third quarter 2008 results on Friday , 24 October 2008 at approximately 9 am ( EET ) .",neutral,neutral,neutral,0.018947940319776535,0.030115194618701935,0.9509369134902954
New Novator products are supposed to be exported .,neutral,neutral,neutral,0.12714062631130219,0.008809770457446575,0.8640495538711548
"Niina Nenonen , Marimekko 's current director for clothing , bags and accessories lines , will take up this role .",neutral,neutral,neutral,0.03489021584391594,0.03986447677016258,0.9252452850341797
No changes in media activity were seen in October compared with September .,neutral,negative,negative,0.030277280136942863,0.6942890286445618,0.2754336893558502
No decision on such sale of the now issued or existing treasury shares to YA Global has been made yet .,neutral,neutral,positive,0.02422795072197914,0.02188939042389393,0.95388263463974
No financial detail were available .,neutral,neutral,negative,0.018759602680802345,0.055290140211582184,0.9259502291679382
No financial details were revealed .,neutral,neutral,negative,0.020156847313046455,0.048463668674230576,0.931379497051239
No financial information was provided .,neutral,neutral,negative,0.024722939357161522,0.05132880434393883,0.9239482283592224
No other ev3 devices were involved in this action .,neutral,neutral,negative,0.026767678558826447,0.03007505275309086,0.9431573152542114
"Nordea Pankki Suomi Oyj , according to previously announced , has made forward contracts on Alma Media Corporation shares .",neutral,positive,positive,0.5635411143302917,0.01672263815999031,0.41973623633384705
Nordea 's chairman of the board Hans Dalborg has informed the nomination committee that he will not be up for re-election at the Annual General Meeting in 2011 .,neutral,neutral,neutral,0.02077861689031124,0.41970157623291016,0.5595198273658752
Nordea was the cheapest also for a couple in their 30s with debt .,neutral,neutral,negative,0.3219641447067261,0.025770507752895355,0.6522653102874756
"Nordstjernan will make the offer in approximately one month , in September 2007 .",neutral,neutral,neutral,0.05566132068634033,0.010604524984955788,0.9337341785430908
Number of offers received for this contract is two .,neutral,neutral,positive,0.0786496102809906,0.045231081545352936,0.8761193752288818
NWC ANALYSIS :,neutral,neutral,neutral,0.0204213447868824,0.040372420102357864,0.9392062425613403
Odell has not contacted the State of Finland in this issue .,neutral,neutral,neutral,0.023010805249214172,0.067840576171875,0.909148633480072
"Okhta Center area is expected to have about 700,000 square metres of office premises by 2016 .",neutral,neutral,neutral,0.18343892693519592,0.007532415445894003,0.809028685092926
Okmetic has used the furnaces for the contract manufacturing of solar crystals .,neutral,neutral,neutral,0.07495588064193726,0.011455816216766834,0.913588285446167
Okmetic revised its 2010 financial outlook based on its order book .,neutral,neutral,neutral,0.08122795075178146,0.10762156546115875,0.8111504912376404
"On 25 August 2009 , Sampo 's stake in Nordea was 19.45 % .",neutral,neutral,neutral,0.026478195562958717,0.02352020889520645,0.95000159740448
"One can also apply for jobs directly from the iPad , select which CV to attach and which covering letter is most appropriate for each position .",neutral,neutral,neutral,0.0348273366689682,0.02191724069416523,0.9432554244995117
"One price category is for calls on the preferred operator 's network , and another for calls on other operators ' networks .",neutral,neutral,neutral,0.025660108774900436,0.023165900260210037,0.9511740207672119
"Operators only need to learn how to use one device for multiple levels of applications , including voice-directed operations .",neutral,neutral,neutral,0.034713488072156906,0.025684423744678497,0.9396021366119385
"Originally posted to the PCMag.com security blog , Security Watch .",neutral,neutral,positive,0.0225109551101923,0.04747142642736435,0.9300175905227661
Oriola-KD is a spin-off of Finnish pharmaceutical group Orion Oyj 's wholesale division .,neutral,neutral,neutral,0.02097902074456215,0.036335162818431854,0.9426858425140381
"OTHER  North-Rhine Westphalia - Is to issue a benchmark , 5 year fixed rate deal in Euros .",neutral,neutral,neutral,0.21280042827129364,0.00890418328344822,0.7782953977584839
Other details were not provided .,neutral,neutral,neutral,0.023067686706781387,0.08301854133605957,0.893913745880127
"PA ) , JPMorgan Chase and Co ( NYSE : JPM ) and Pohjoa Bank are joint lead-managers on the senior , unsecured deal .",neutral,neutral,negative,0.0488760843873024,0.011959490366280079,0.939164400100708
Panostaja did not disclose the purchase price .,neutral,neutral,neutral,0.024148989468812943,0.024227188900113106,0.9516238570213318
Pharmaceutical market in Belgium Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Belgium .,neutral,neutral,neutral,0.05049339681863785,0.01583593152463436,0.9336706399917603
Pharmaceutical market in Poland Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Poland .,neutral,neutral,neutral,0.04766454920172691,0.017060941085219383,0.9352744817733765
Philips was not available to comment on the report .,neutral,neutral,neutral,0.019800424575805664,0.08609002083539963,0.8941095471382141
Pohjola and cooperative banks have continued to combine their branch office network .,neutral,neutral,neutral,0.1700834482908249,0.007645746227353811,0.8222708106040955
Ponsse will divide its sales and maintenance service network into six geographical areas .,neutral,neutral,neutral,0.03789829835295677,0.014274480752646923,0.947827160358429
"POYRY PLCCompany Announcement 10 December 2010 at 4.10 p.m. Pursuant to Poyry PLC 's stock option program 2004 , 63 792 new shares of the company have been subscribed since 27 October 2010 with stock options 2004B .",neutral,neutral,positive,0.04071086272597313,0.014588436111807823,0.9447007179260254
"Presentation materials will be posted on the company 's website : www.seahawkdrilling.com in the `` Investor Relations '' section , on the `` Webcast & Presentations '' tab .",neutral,neutral,neutral,0.02857697196304798,0.016095679253339767,0.9553273320198059
"Previously , Grimaldi held a 46.43 pct stake in the Finnish company following the takeover bid launched in November 2006 .",neutral,neutral,positive,0.04127584025263786,0.014109760522842407,0.9446143507957458
"Price talk is in the mid-market swaps plus 105 bps area and the leads are Barclays , BNPP , UBS and CBA .",neutral,neutral,neutral,0.05771489068865776,0.01640086993575096,0.9258843064308167
"Prior to the transaction , whose financial terms have not been disclosed , Alma Media owned 40 % of Kotikokki net .",neutral,neutral,neutral,0.0205902848392725,0.02681252546608448,0.9525972008705139
"Products include Consumer Electronics devices such as mobile phones and their accessories , set-top boxes , flat panel TVs as well as System Solutions products such as infrastructure systems , modules and other industrial segment products .",neutral,neutral,positive,0.038164254277944565,0.017735539004206657,0.9441002011299133
"Proha Plc ( Euronext :7327 ) announced today ( 19 May ) that its fully-owned subsidiary , Safran Software Solutions AS , has agreed to sell its 49 % share of Safran North America LLC to a SNA Holding AS , an investment group based in Norway .",neutral,neutral,positive,0.07044543325901031,0.011993946507573128,0.9175606369972229
"Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml .",neutral,neutral,neutral,0.05001426488161087,0.014552128501236439,0.935433566570282
"Protalix closed at $ 10.71 on Friday on the American Stock Exchange , giving a market cap of $ 827 million .",neutral,neutral,positive,0.14774276316165924,0.016237281262874603,0.8360199928283691
Protalix is developing genetically engineered proteins from plant cells .,neutral,neutral,neutral,0.09336838126182556,0.009394422173500061,0.8972371816635132
"Purchase it for the 12MP snapper , if nothing else .",neutral,neutral,neutral,0.0499458983540535,0.022301748394966125,0.9277523756027222
R&D Loan ) .,neutral,neutral,neutral,0.04408363625407219,0.01522817276418209,0.9406882524490356
Radiation and today is a full service house expert in radiation and nuclear safety issues .,neutral,neutral,positive,0.07074620574712753,0.013226572424173355,0.9160271883010864
Raisio is the site of the main production plants as well as company headquarters .,neutral,neutral,positive,0.05757009983062744,0.013831639662384987,0.9285982847213745
Rapala VMC Corporation ( Rapala ) is a Finland-based company engaged in the manufacture and distribution of fishing equipment and accessories .,neutral,neutral,positive,0.0390223003923893,0.015168520621955395,0.9458092451095581
"Rautalinko was resposnible also for Mobility Services , and his job in this division will be continued by Marek Hintze .",neutral,neutral,neutral,0.038107942789793015,0.017662281170487404,0.944229781627655
Recently the company decided to build a second identical plant at the same site due to be commissioned toward the end of 2008 .,neutral,neutral,neutral,0.40215539932250977,0.008146845735609531,0.5896977186203003
"Retail chain Suomen L+ñhikauppa was given the index 5.8 , airline SAS 5.8 , TeliaSonera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptions 6.1 , Tallink shipping line 6.3 , and power company Helsinki Energy 6.3 .",neutral,neutral,positive,0.06036239117383957,0.02157183177769184,0.9180658459663391
"Risto Jalo , chief executive of Dormus Print and also owner of the remainder of the company , will keep his position after the acquisition .",neutral,neutral,neutral,0.02719877101480961,0.025586731731891632,0.9472144842147827
RL-Nordic is a part of Raiffeisen-Banking-Group Austria and is a subsidiary to Raiffeisen-Leasing GmbH in Austria .,neutral,neutral,neutral,0.023838186636567116,0.022422868758440018,0.9537389278411865
"Rockwell Collins is a provider of flight deck , cabin and information management solutions for business aircraft operators .",neutral,neutral,positive,0.08629219233989716,0.010653134435415268,0.9030547142028809
"s business sectors are building construction , infrastructure construction and technical building services .",neutral,neutral,neutral,0.031836945563554764,0.025647353380918503,0.9425156712532043
Salcomp Manufacturing Oy will pay EUR 35 million in cash to Salcomp in connection with the implementation of the sale and transfer of the Business .,neutral,neutral,negative,0.0978923887014389,0.010302405804395676,0.8918052315711975
"Sampo Housing Loan Bank , a unit of Finland 's Sampo Bank , has priced its EUR1bn ( USD1 .3 bn ) bond at 99.889 % , Reuters reported .",neutral,positive,neutral,0.5239576697349548,0.015712706372141838,0.4603295922279358
SAMPO PLC Jarmo Salonen Head of Investor Relations and Group Communications tel. +358 10 516 0030 Distribution : NASDAQ OMX Helsinki The principal media Financial Supervisory Authority www.sampo.com This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients .,neutral,neutral,positive,0.018585771322250366,0.029391583055257797,0.9520226716995239
"SAN FRANCISCO ( MarketWatch ) -- Nokia Corp , the world 's largest cell-phone maker , is using the Consumer Electronics Show in Las Vegas to introduce a high-end , thin folding phone , according to a media report Monday .",neutral,neutral,neutral,0.34337350726127625,0.01747230254113674,0.6391541361808777
Sanoma Magazines International will invite other shareholders holding approximately 15 % of the shares to sell their shares .,neutral,neutral,positive,0.03666574880480766,0.01826074719429016,0.9450734257698059
Scanfil plc is a global contract manufacturer and systems supplier for communication and industrial electronics .,neutral,neutral,neutral,0.18807893991470337,0.007597726304084063,0.8043233156204224
"schwalm ( at ) outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , mobile +358 400 817198 e-mail eila .",neutral,neutral,neutral,0.028516195714473724,0.021767357364296913,0.9497164487838745
"SDM offers general rental equipment , aluminium scaffolding , power generator and hoists to customers in the construction sector .",neutral,neutral,neutral,0.06339868903160095,0.011360270902514458,0.9252410531044006
"Seventy-three of those also have more extensive training in products built on the latest ArchestrA technologies , such as the Wonderware System Platform .",neutral,neutral,neutral,0.10768065601587296,0.010683300904929638,0.8816360235214233
"So far as is known , he did not sell shares that he owns personally .",neutral,neutral,negative,0.019433796405792236,0.048393141478300095,0.9321730732917786
Solidium now holds 5.0 per cent of the shares Solidium Oy has acquired 5.0 per cent of the shares in Tieto Corporation for approximately EUR 58 million .,neutral,neutral,positive,0.04887833818793297,0.012796742841601372,0.9383249282836914
"Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new Ixonos shares .",neutral,neutral,positive,0.05792895704507828,0.0106522710993886,0.931418776512146
"Sponda is a property investment company , specialising in commercial properties in the largest cities in Finland and Russia .",neutral,neutral,neutral,0.05614091455936432,0.011851435527205467,0.9320076704025269
"ST. PETERSBURG , Oct 14 ( PRIME-TASS ) -- Finnish tire producer Nokian Tyres plans to invest about 50 million euros in the expansion of its tire plant in the city of Vsevolozhsk in Russia 's Leningrad Region in 2011 , the company 's President Kim Gran told reporters Thursday .",positive,positive,neutral,0.8001109957695007,0.008133928291499615,0.1917550265789032
Stichting Pensioenfonds ABP : 4 118 122 shares representing 5.19 % of the share capital and voting rights .,neutral,neutral,positive,0.04208549112081528,0.012700981460511684,0.9452134966850281
"Stockholm , 3 March 2011 About Cybercom The Cybercom Group is a high-tech consultancy that offers global sourcing for end-to-end solutions .",neutral,neutral,positive,0.09703830629587173,0.008314784616231918,0.8946468830108643
"Stockmann and Swedish sector company AB Lindex entered into an agreement on September 30 , 2007 , whereby Stockmann , or a wholly-owned subsidiary of it , will make a public tender offer for all of Lindex 's issued shares .",positive,positive,positive,0.8006353974342346,0.010212739929556847,0.1891518533229828
"Stora Enso has also had meetings with the labor authorities , Employment and Economic Development Centres and representatives of the government in order to find solutions .",neutral,neutral,positive,0.3120819330215454,0.027696477249264717,0.6602215766906738
"Subscribers of China Unicom , the nation 's second largest mobile phone operator after China Mobile , are expected to release pictures , videos and blog on the Internet via mobile phones as of March 2008 .",neutral,neutral,neutral,0.04070163518190384,0.013987932354211807,0.9453104138374329
Sunrise Resources operates in Russian near-shore development markets through its wholly-owned Russian subsidiary and has 80 % of its personnel in Russia .,neutral,neutral,neutral,0.05644219368696213,0.01117372140288353,0.9323840737342834
Talvivaara Mining Company Plc Talvivaara Mining Company is an internationally significant base metals producer with its primary focus on nickel and zinc using a technology known as bioheapleaching to extract metals out of ore .,neutral,neutral,positive,0.24912019073963165,0.006741791032254696,0.7441380023956299
"Tampere Science Parks is a Finnish company that owns , leases and builds office properties and it specialises in facilities for technology-oriented businesses .",neutral,neutral,neutral,0.03649807721376419,0.014644081704318523,0.9488577842712402
"Target company : Tieto Corporation , Business Identity Code : 0101138-5 Date of change in holding : 22 January 2010 Portion of the shares and votes : The current group holding of OP-Pohjola Group Central Cooperative ( OPK ) is 2982 587 shares , which represents 4.14 % of the shares and voting rights .",neutral,neutral,positive,0.02352091856300831,0.019927233457565308,0.9565519094467163
Technopolis has approximately 130 customer companies in Jyvaskyla .,neutral,neutral,neutral,0.05475931987166405,0.012661789543926716,0.9325789213180542
"Tecnomen , headquartered in Espoo , Finland , develops messaging and charging solutions for telecomms operators and service providers worldwide .",neutral,neutral,positive,0.06983356922864914,0.011479480192065239,0.9186869859695435
"Tecnomen 's solution can be used for prepaid and post-paid billing , for charging and rating of voice and video calls , data traffic and any kind of content services in both mobile and fixed networks .",neutral,neutral,positive,0.07068019360303879,0.009719837456941605,0.9195999503135681
"Tecnomen 's system features a new range of value-added services for prepaid and post-paid billing , charging and rating of voice calls , data traffic , or any kind of content services in both mobile and fixed networks .",neutral,neutral,neutral,0.1600477397441864,0.0076166423968970776,0.8323356509208679
TeliaSonera said about $ 100 million will be invested in the next year in the region to bring mobile coverage to about 90 % of Nepal s population .,positive,positive,neutral,0.8191676735877991,0.0059423381462693214,0.17489001154899597
"Teollisuuden Voima Oyj , the Finnish utility known as TVO , said it shortlisted Mitsubishi Heavy s EU-APWR model along with reactors from Areva , Toshiba Corp. , GE Hitachi Nuclear Energy and Korea Hydro & Nuclear Power Co. .",neutral,neutral,positive,0.15525582432746887,0.009559769183397293,0.8351843953132629
Terms of the acquisition were not disclosed .,neutral,neutral,neutral,0.024483593180775642,0.023644784465432167,0.9518716931343079
Terms were not disclosed .,neutral,neutral,neutral,0.02232801914215088,0.031051401048898697,0.9466205835342407
"The 19,200-square metre technology center is located near University of Tampere in central Tampere .",neutral,neutral,neutral,0.04808112233877182,0.015024309977889061,0.9368945360183716
"The 5,000 megawatt wind farm being planned in Raahe would be built offshore in front of Ruukki 's Raahe Works .",neutral,neutral,neutral,0.06999985128641129,0.01126965694129467,0.9187304377555847
"The acquired plant has an annual capacity of some 300,000 tonnes and most of its production is sold to domestic customers .",neutral,neutral,neutral,0.04405998811125755,0.013214737176895142,0.9427253007888794
The acquisition is expected to take place by the end of August 2007 .,neutral,neutral,neutral,0.05304618179798126,0.010507719591259956,0.9364460706710815
"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co. .",neutral,neutral,negative,0.07290720194578171,0.012405185960233212,0.9146875739097595
"The airline was targeting travel agents , tour operators and travel management companies to raise awareness first before targeting consumers , he added .",neutral,neutral,neutral,0.14909964799880981,0.013223282992839813,0.8376770615577698
"The Annual Report contains the financial statements , the consolidated financial statements , the report by the Board of Directors and the auditor 's report .",neutral,neutral,neutral,0.01899934746325016,0.03777672350406647,0.9432238936424255
"The Annual Report will be sent automatically to shareholders holding at least 2,000 Sampo plc shares .",neutral,neutral,positive,0.02018696442246437,0.02441691979765892,0.9553961157798767
"The Apple Inc. iPhone wo n't change the game plan for Verizon Communications Inc. , Chief Executive Ivan Seidenberg said Wednesday .",neutral,neutral,neutral,0.05962264537811279,0.03819899633526802,0.9021784067153931
"The approximately 20,000 dwt vessel has been ordered from India .",neutral,neutral,neutral,0.15110230445861816,0.008759191259741783,0.8401384949684143
The arrangements do not apply to the group 's units outside Finland .,neutral,neutral,neutral,0.029770389199256897,0.01688413880765438,0.9533454775810242
"The Bank of Tokyo-Mitsubishi UFJ , Ltd acted as agent for the loan .",neutral,neutral,neutral,0.03882323205471039,0.016894863918423653,0.9442819356918335
The bank VTB24 provides mortgage loans to buy apartments in the complex at 11-13 % per annum in rubles .,neutral,neutral,neutral,0.08563912659883499,0.01042990293353796,0.9039310216903687
"The biggest sellers in the chain 's supermarkets in Finland are organic Pirkka tomatoes , carrots , eggs , and meat products .",neutral,neutral,neutral,0.05039132758975029,0.018324028700590134,0.9312846660614014
The bond has a value of EUR150m and a maturity of 4 years .,neutral,neutral,positive,0.04035688564181328,0.014241610653698444,0.9454014897346497
The bridge will be built to the south of the existing bridge spanning the strait .,neutral,neutral,neutral,0.18143869936466217,0.009041070006787777,0.8095202445983887
"The building will house , for example , Respecta Oy 's Jyvaskyla premises , as well as other companies to be announced later , says Samuel Koivisto , Director of Technopolis operations in Jyvaskyla .",neutral,neutral,positive,0.08527195453643799,0.009436026215553284,0.9052920341491699
"The business units of the InvestLesProm Group cover the full forest industry chain , and the Group owns forests , sawmills , paper and pulp mills , and other processing plants .",neutral,neutral,neutral,0.02988378144800663,0.017268316820263863,0.9528478980064392
"The businesses to be divested offer dairy , edible fats , ready-meal and ice-cream packaging to multinational and local customers .",neutral,neutral,neutral,0.037504084408283234,0.018400343134999275,0.9440955519676208
"The casing comprises a first side casing member provided with the first side vat segment and a second side casing member provided with the second side vat segment , at least the first side casing member being pivotable about a rotation axis .",neutral,neutral,neutral,0.02668914757668972,0.024176092818379402,0.9491347670555115
"The changes will take effect on 1 January 2010 , and they are not estimated to have an impact on the number of employees .",neutral,neutral,positive,0.031227001920342445,0.04641164839267731,0.9223613142967224
"The city will invite , however , a public procurement tender for the tailor-made public furniture , such as park benches , litter receptacles , public toilets , as well as bus shelters , street lights , and other .",neutral,positive,positive,0.6283711194992065,0.010150724090635777,0.36147814989089966
The combined value of the orders is almost EUR 3mn .,neutral,neutral,positive,0.04855260252952576,0.01498128566890955,0.9364661574363708
The combined value of the orders is EUR 45mn .,neutral,neutral,positive,0.039348602294921875,0.015263334847986698,0.9453880786895752
The combined value of the planned investments is about EUR 30mn .,neutral,neutral,positive,0.041815854609012604,0.012740935198962688,0.9454432725906372
The company also said that it will sell approximately 150 hectares of land to the city of Valkeakoski by the end of the year a part of its `` From job to job '' program .,neutral,neutral,neutral,0.1627098172903061,0.010783948935568333,0.8265061974525452
"The company can not give up palm oil altogether , however .",neutral,neutral,neutral,0.08173055201768875,0.01028582826256752,0.9079836010932922
The company did not disclose the price of the acquisition .,neutral,neutral,neutral,0.024280745536088943,0.02509050816297531,0.9506288170814514
The company distributes Hiab 's products as well as other products .,neutral,neutral,positive,0.05551489442586899,0.011023811995983124,0.9334613084793091
The company does not at present hold any of its own shares .,neutral,neutral,positive,0.01622539572417736,0.040346525609493256,0.943428099155426
The company does not disclose the sum it applied for .,neutral,neutral,neutral,0.021348722279071808,0.03062298148870468,0.9480283260345459
The company expects meat purchases to remain at about 8mn kilos in 2011 .,neutral,neutral,neutral,0.13693803548812866,0.013141869567334652,0.8499201536178589
The company expects to open its first online shop in the US in the summer in 2011 .,neutral,neutral,neutral,0.4021731913089752,0.008875791914761066,0.588951051235199
"The company has decided to stop the operations of Ruukki Construction Division in Latvia and Lithuania , and concentrate the production and logistics in Parnu , Estonia in 2009 .",neutral,negative,negative,0.011129355989396572,0.8539494872093201,0.13492119312286377
"The company is headquartered in Sievi , Finland , and is listed on the Nordic Exchange in Helsinki .",neutral,neutral,neutral,0.027856925502419472,0.01970396377146244,0.9524390697479248
The company may at any time have in its possession one tenth of all its shares at the maximum .,neutral,neutral,positive,0.02026006579399109,0.033582184463739395,0.9461577534675598
The company operates power plants in the Tyumen and Chelyabinsk regions and in the Khanty-Mansi Autonomous District .,neutral,neutral,neutral,0.04157603532075882,0.016059033572673798,0.9423648715019226
"The company operates worldwide and employs in total approximately 47,000 persons .",neutral,neutral,neutral,0.04157137870788574,0.016706008464097977,0.9417226314544678
The company reiterates its outlook for 2009 .,neutral,neutral,neutral,0.04265117272734642,0.02953413687646389,0.9278146624565125
"The company 's board of directors will propose a dividend of EUR 0.95 per share for 2008 at the annual general meeting , scheduled to be held on March 23 , 2009 .",neutral,neutral,positive,0.05447957664728165,0.015156079083681107,0.9303643703460693
The company 's board of directors would propose a dividend of EUR0 .15 per share for 2005 .,neutral,neutral,positive,0.04692896082997322,0.01628582552075386,0.9367852210998535
The company 's board of directors would propose a dividend of EUR1 .00 per share for 2005 .,neutral,neutral,positive,0.05155806988477707,0.014954280108213425,0.9334877133369446
The company 's equipment rental portfolio consists primarily of tools for small and mid-sized customers in the construction industry .,neutral,neutral,neutral,0.0400141179561615,0.014435640536248684,0.945550262928009
The company 's model is based on developer contracting construction projects and customer focused project management .,neutral,neutral,positive,0.064284548163414,0.010315044783055782,0.92540043592453
The company said that the results of the third quarter do not include non-recurring items .,neutral,neutral,neutral,0.015716012567281723,0.07662945985794067,0.9076545834541321
The company says the measures are no longer needed .,neutral,neutral,negative,0.03450841084122658,0.27519363164901733,0.6902979016304016
"The Company serves approximately 3,000 customers in over 100 countries .",neutral,neutral,neutral,0.08353539556264877,0.00897704716771841,0.9074875712394714
"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households .",neutral,neutral,positive,0.0375257283449173,0.017620494589209557,0.9448537230491638
"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households .",neutral,neutral,positive,0.0375257283449173,0.017620494589209557,0.9448537230491638
"The company was supposed to deliver machinery to a veneer mill in the Tomsk region , in Russia .",neutral,neutral,neutral,0.05099052935838699,0.01789635419845581,0.931113064289093
"The company will disclose further details , including the anticipated transaction timetable and the name of the new investor , within one week .",neutral,neutral,neutral,0.025920599699020386,0.019773395732045174,0.9543059468269348
The company will propose a dividend of EUR0 .12 per share for 2008 .,neutral,neutral,positive,0.07252271473407745,0.011971612460911274,0.9155056476593018
The construction project is scheduled to start in the second quarter of 2009 and the new building is scheduled to be in place by the end of 2010 .,neutral,neutral,neutral,0.05714000388979912,0.012195788323879242,0.9306642413139343
"The contract also includes installation work in a new multistorey carpark for close on 1,000 vehicles .",neutral,positive,neutral,0.5530245900154114,0.009235250763595104,0.43774017691612244
"The contract comprises a log handling line , a peeling line , and a veneer drying and grading line .",neutral,neutral,neutral,0.047872673720121384,0.015687623992562294,0.9364396929740906
"The contract covers the supply of temporary heating equipment for LKAB 's new pellet plant in Kiruna , in northern Sweden .",neutral,neutral,neutral,0.17220228910446167,0.010168095119297504,0.8176296353340149
The contract has been allotted as per lowest price criteria .,neutral,neutral,negative,0.10446153581142426,0.011787094175815582,0.883751392364502
"The contract includes design , construction , delivery of equipment , installation and commissioning .",neutral,neutral,neutral,0.035445522516965866,0.018182015046477318,0.9463725090026855
"The contract includes software licences , application maintenance and training .",neutral,neutral,neutral,0.052182041108608246,0.013262925669550896,0.9345550537109375
"The contract incorporates a Convergent Charging rating solution for voice and data , which includes Internet , GPRS , SMS , MMS and WAP .",neutral,neutral,positive,0.2346871793270111,0.006611629854887724,0.7587011456489563
The contract is for next year .,neutral,neutral,neutral,0.044001031666994095,0.014615890569984913,0.9413830637931824
The contract will take effect in 2009 for a five or ten year period .,neutral,neutral,neutral,0.04785309359431267,0.01646212488412857,0.9356848001480103
"The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken effect .",neutral,neutral,neutral,0.13809402287006378,0.021285375580191612,0.8406205773353577
"The contracts of the employees , 96 of whom are blue-collar workers , will be ended between March and August 2011 .",negative,negative,neutral,0.009756216779351234,0.881862461566925,0.10838133841753006
The CVs of the proposed members are available for viewing from 12 March 2008 onwards on the Internet at www.sampo.com/ir .,neutral,neutral,neutral,0.028624502941966057,0.017417753115296364,0.9539576768875122
The deal also includes a ten-year maintenance agreement .,neutral,positive,positive,0.6859096884727478,0.008952677249908447,0.30513766407966614
The deal includes an option for Cramo to buy out the minority stake in 2011 .,neutral,neutral,neutral,0.08653391152620316,0.009322641417384148,0.9041433930397034
"The deal includes the entire personnel of PlanMill Oy , who will transfer to the new company as so-called old employees .",neutral,neutral,neutral,0.02635681815445423,0.02354968711733818,0.9500934481620789
"The decision of the French Court relates to the claims raised by twenty-one former Aspocomp S.A.S employees , the company said .",neutral,neutral,neutral,0.03258957713842392,0.14666636288166046,0.8207440376281738
The divested stake represented about 2.7 m shares in Okmetic 's capital .,neutral,neutral,positive,0.026561005041003227,0.033960048109292984,0.939478874206543
The dividends payable annually shall be deducted from the share subscription price .,neutral,neutral,positive,0.020536193624138832,0.03450417518615723,0.9449596405029297
The duration of the contract is 37 months .,neutral,neutral,neutral,0.032967064529657364,0.024402951821684837,0.9426300525665283
The ECB can mainly target inflation .,neutral,neutral,neutral,0.027247844263911247,0.04600461199879646,0.9267475008964539
The employee negotiations are to address measures needed to adjust the operations to the present production situation .,neutral,neutral,neutral,0.16545593738555908,0.010980258695781231,0.823563814163208
The energy shot is packed in a 100-millilitre bag with a screw cap .,neutral,neutral,positive,0.03771687671542168,0.019678540527820587,0.9426046013832092
The exercise price of the option will be based on Safran Software Solutions ' license and maintenance sales as well as the result of the company .,neutral,neutral,positive,0.03679027780890465,0.013047595508396626,0.9501621127128601
"The facility will be used to refinance Citycon 's existing credit facility , the company said .",neutral,positive,positive,0.7203389406204224,0.008248957805335522,0.2714121341705322
The fair value of CapMan Plc 's own investments on 30 September 2008 amounted to MEUR 59.8 .,neutral,neutral,positive,0.030733363702893257,0.020691363140940666,0.9485753178596497
The financial details of the acquisition were not disclosed .,neutral,neutral,neutral,0.022413469851017,0.02505447529256344,0.9525320529937744
